start_state_mm,policy,step,remaining_passes_before,state_before_mm,selected_action_mm,immediate_deflection_um,selected_action_class,successor_mm,remaining_passes_after,step_status,failure_detail
4.226,RPRA,1,3,4.226,0.36,51.15638595998316,PRESERVING,3.866,2,CONTINUE,
4.226,RPRA,2,2,3.866,0.404,81.96676222411824,PRESERVING,3.462,1,CONTINUE,
4.226,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.227,RPRA,1,3,4.227,0.36,51.11670934389245,PRESERVING,3.867,2,CONTINUE,
4.227,RPRA,2,2,3.867,0.405,82.21423771304786,PRESERVING,3.462,1,CONTINUE,
4.227,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.228,RPRA,1,3,4.228,0.36,51.077073747821274,PRESERVING,3.868,2,CONTINUE,
4.228,RPRA,2,2,3.868,0.406,82.46186990815706,PRESERVING,3.462,1,CONTINUE,
4.228,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.229,RPRA,1,3,4.229,0.36,51.03747911877214,PRESERVING,3.869,2,CONTINUE,
4.229,RPRA,2,2,3.869,0.407,82.7096585704493,PRESERVING,3.462,1,CONTINUE,
4.229,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.23,RPRA,1,3,4.23,0.36,50.99792540382983,PRESERVING,3.87,2,CONTINUE,
4.23,RPRA,2,2,3.87,0.408,82.95760346177879,PRESERVING,3.462,1,CONTINUE,
4.23,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.231,RPRA,1,3,4.231,0.36,50.958412550161015,PRESERVING,3.871,2,CONTINUE,
4.231,RPRA,2,2,3.871,0.409,83.2057043448454,PRESERVING,3.462,1,CONTINUE,
4.231,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.232,RPRA,1,3,4.232,0.36,50.918940505014255,PRESERVING,3.872,2,CONTINUE,
4.232,RPRA,2,2,3.872,0.41,83.45396098318801,PRESERVING,3.462,1,CONTINUE,
4.232,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.233,RPRA,1,3,4.233,0.36,50.87950921571976,PRESERVING,3.873,2,CONTINUE,
4.233,RPRA,2,2,3.873,0.411,83.70237314118188,PRESERVING,3.462,1,CONTINUE,
4.233,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.234,RPRA,1,3,4.234,0.36,50.84011862968941,PRESERVING,3.874,2,CONTINUE,
4.234,RPRA,2,2,3.874,0.412,83.95094058403198,PRESERVING,3.462,1,CONTINUE,
4.234,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.235,RPRA,1,3,4.235,0.36,50.80076869441637,PRESERVING,3.875,2,CONTINUE,
4.235,RPRA,2,2,3.875,0.413,84.19966307776825,PRESERVING,3.462,1,CONTINUE,
4.235,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.236,RPRA,1,3,4.236,0.36,50.761459357475125,PRESERVING,3.876,2,CONTINUE,
4.236,RPRA,2,2,3.876,0.414,84.44854038924105,PRESERVING,3.462,1,CONTINUE,
4.236,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.237,RPRA,1,3,4.237,0.36,50.72219056652126,PRESERVING,3.877,2,CONTINUE,
4.237,RPRA,2,2,3.877,0.415,84.69757228611572,PRESERVING,3.462,1,CONTINUE,
4.237,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.238,RPRA,1,3,4.238,0.36,50.68296226929129,PRESERVING,3.878,2,CONTINUE,
4.238,RPRA,2,2,3.878,0.416,84.94675853686743,PRESERVING,3.462,1,CONTINUE,
4.238,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.239,RPRA,1,3,4.239,0.36,50.64377441360266,PRESERVING,3.879,2,CONTINUE,
4.239,RPRA,2,2,3.879,0.417,85.19609891077744,PRESERVING,3.462,1,CONTINUE,
4.239,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.24,RPRA,1,3,4.24,0.36,50.604626947353346,PRESERVING,3.88,2,CONTINUE,
4.24,RPRA,2,2,3.88,0.418,85.4455931779275,PRESERVING,3.462,1,CONTINUE,
4.24,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.241,RPRA,1,3,4.241,0.36,50.56551981852196,PRESERVING,3.881,2,CONTINUE,
4.241,RPRA,2,2,3.881,0.419,85.69524110919524,PRESERVING,3.462,1,CONTINUE,
4.241,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.242,RPRA,1,3,4.242,0.36,50.526452975167395,PRESERVING,3.882,2,CONTINUE,
4.242,RPRA,2,2,3.882,0.42,85.94504247624963,PRESERVING,3.462,1,CONTINUE,
4.242,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.243,RPRA,1,3,4.243,0.36,50.487426365428945,PRESERVING,3.883,2,CONTINUE,
4.243,RPRA,2,2,3.883,0.421,86.19499705154597,PRESERVING,3.462,1,CONTINUE,
4.243,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.244,RPRA,1,3,4.244,0.36,50.44843993752582,PRESERVING,3.884,2,CONTINUE,
4.244,RPRA,2,2,3.884,0.422,86.44510460832083,PRESERVING,3.462,1,CONTINUE,
4.244,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.245,RPRA,1,3,4.245,0.36,50.40949363975729,PRESERVING,3.885,2,CONTINUE,
4.245,RPRA,2,2,3.885,0.423,86.69536492058897,PRESERVING,3.462,1,CONTINUE,
4.245,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.246,RPRA,1,3,4.246,0.36,50.37058742050237,PRESERVING,3.886,2,CONTINUE,
4.246,RPRA,2,2,3.886,0.424,86.94577776313722,PRESERVING,3.462,1,CONTINUE,
4.246,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.247,RPRA,1,3,4.247,0.36,50.3317212282198,PRESERVING,3.887,2,CONTINUE,
4.247,RPRA,2,2,3.887,0.425,87.19634291152094,PRESERVING,3.462,1,CONTINUE,
4.247,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.248,RPRA,1,3,4.248,0.36,50.29289501144779,PRESERVING,3.888,2,CONTINUE,
4.248,RPRA,2,2,3.888,0.426,87.4470601420588,PRESERVING,3.462,1,CONTINUE,
4.248,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.249,RPRA,1,3,4.249,0.36,50.25410871880395,PRESERVING,3.889,2,CONTINUE,
4.249,RPRA,2,2,3.889,0.427,87.69792923182924,PRESERVING,3.462,1,CONTINUE,
4.249,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.25,RPRA,1,3,4.25,0.36,50.215362298985056,PRESERVING,3.89,2,CONTINUE,
4.25,RPRA,2,2,3.89,0.428,87.94894995866426,PRESERVING,3.462,1,CONTINUE,
4.25,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.251,RPRA,1,3,4.251,0.36,50.17665570076711,PRESERVING,3.891,2,CONTINUE,
4.251,RPRA,2,2,3.891,0.429,88.2001221011473,PRESERVING,3.462,1,CONTINUE,
4.251,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.252,RPRA,1,3,4.252,0.36,50.13798887300495,PRESERVING,3.892,2,CONTINUE,
4.252,RPRA,2,2,3.892,0.43,88.45144543860756,PRESERVING,3.462,1,CONTINUE,
4.252,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.253,RPRA,1,3,4.253,0.36,50.09936176463223,PRESERVING,3.893,2,CONTINUE,
4.253,RPRA,2,2,3.893,0.431,88.70291975111599,PRESERVING,3.462,1,CONTINUE,
4.253,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.254,RPRA,1,3,4.254,0.36,50.06077432466129,PRESERVING,3.894,2,CONTINUE,
4.254,RPRA,2,2,3.894,0.432,88.95454481948096,PRESERVING,3.462,1,CONTINUE,
4.254,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.255,RPRA,1,3,4.255,0.36,50.02222650218303,PRESERVING,3.895,2,CONTINUE,
4.255,RPRA,2,2,3.895,0.433,89.20632042524421,PRESERVING,3.462,1,CONTINUE,
4.255,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.256,RPRA,1,3,4.256,0.36,49.983718246366685,PRESERVING,3.896,2,CONTINUE,
4.256,RPRA,2,2,3.896,0.434,89.45824635067578,PRESERVING,3.462,1,CONTINUE,
4.256,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.257,RPRA,1,3,4.257,0.36,49.94524950645972,PRESERVING,3.897,2,CONTINUE,
4.257,RPRA,2,2,3.897,0.435,89.71032237877122,PRESERVING,3.462,1,CONTINUE,
4.257,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.258,RPRA,1,3,4.258,0.36,49.906820231787734,PRESERVING,3.898,2,CONTINUE,
4.258,RPRA,2,2,3.898,0.436,89.96254829324664,PRESERVING,3.462,1,CONTINUE,
4.258,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.259,RPRA,1,3,4.259,0.36,49.86843037175427,PRESERVING,3.899,2,CONTINUE,
4.259,RPRA,2,2,3.899,0.437,90.21492387853463,PRESERVING,3.462,1,CONTINUE,
4.259,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.26,RPRA,1,3,4.26,0.36,49.83007987584073,PRESERVING,3.9,2,CONTINUE,
4.26,RPRA,2,2,3.9,0.438,90.46744891978027,PRESERVING,3.462,1,CONTINUE,
4.26,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.261,RPRA,1,3,4.261,0.36,49.79176869360613,PRESERVING,3.901,2,CONTINUE,
4.261,RPRA,2,2,3.901,0.439,90.72012320283744,PRESERVING,3.462,1,CONTINUE,
4.261,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.262,RPRA,1,3,4.262,0.36,49.75349677468705,PRESERVING,3.902,2,CONTINUE,
4.262,RPRA,2,2,3.902,0.44,90.97294651426347,PRESERVING,3.462,1,CONTINUE,
4.262,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.263,RPRA,1,3,4.263,0.36,49.71526406879751,PRESERVING,3.903,2,CONTINUE,
4.263,RPRA,2,2,3.903,0.441,91.22591864131715,PRESERVING,3.462,1,CONTINUE,
4.263,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.264,RPRA,1,3,4.264,0.36,49.67707052572877,PRESERVING,3.904,2,CONTINUE,
4.264,RPRA,2,2,3.904,0.442,91.47903937195336,PRESERVING,3.462,1,CONTINUE,
4.264,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.265,RPRA,1,3,4.265,0.36,49.638916095349224,PRESERVING,3.905,2,CONTINUE,
4.265,RPRA,2,2,3.905,0.443,91.73230849481963,PRESERVING,3.462,1,CONTINUE,
4.265,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.266,RPRA,1,3,4.266,0.36,49.60080072760419,PRESERVING,3.906,2,CONTINUE,
4.266,RPRA,2,2,3.906,0.444,91.98572579925235,PRESERVING,3.462,1,CONTINUE,
4.266,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.267,RPRA,1,3,4.267,0.36,49.56272437251595,PRESERVING,3.907,2,CONTINUE,
4.267,RPRA,2,2,3.907,0.445,92.23929107527286,PRESERVING,3.462,1,CONTINUE,
4.267,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.268,RPRA,1,3,4.268,0.36,49.52468698018341,PRESERVING,3.908,2,CONTINUE,
4.268,RPRA,2,2,3.908,0.446,92.49300411358249,PRESERVING,3.462,1,CONTINUE,
4.268,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.269,RPRA,1,3,4.269,0.36,49.48668850078208,PRESERVING,3.909,2,CONTINUE,
4.269,RPRA,2,2,3.909,0.447,92.7468647055612,PRESERVING,3.462,1,CONTINUE,
4.269,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.27,RPRA,1,3,4.27,0.36,49.4487288845639,PRESERVING,3.91,2,CONTINUE,
4.27,RPRA,2,2,3.91,0.448,93.00087264326154,PRESERVING,3.462,1,CONTINUE,
4.27,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.271,RPRA,1,3,4.271,0.36,49.41080808185711,PRESERVING,3.911,2,CONTINUE,
4.271,RPRA,2,2,3.911,0.449,93.2550277194063,PRESERVING,3.462,1,CONTINUE,
4.271,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.272,RPRA,1,3,4.272,0.36,49.37292604306616,PRESERVING,3.912,2,CONTINUE,
4.272,RPRA,2,2,3.912,0.45,93.509329727384,PRESERVING,3.462,1,CONTINUE,
4.272,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.273,RPRA,1,3,4.273,0.36,49.335082718671444,PRESERVING,3.913,2,CONTINUE,
4.273,RPRA,2,2,3.913,0.451,93.76377846124589,PRESERVING,3.462,1,CONTINUE,
4.273,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.274,RPRA,1,3,4.274,0.36,49.29727805922929,PRESERVING,3.914,2,CONTINUE,
4.274,RPRA,2,2,3.914,0.452,94.01837371570092,PRESERVING,3.462,1,CONTINUE,
4.274,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.275,RPRA,1,3,4.275,0.36,49.25951201537183,PRESERVING,3.915,2,CONTINUE,
4.275,RPRA,2,2,3.915,0.453,94.27311528611429,PRESERVING,3.462,1,CONTINUE,
4.275,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.276,RPRA,1,3,4.276,0.36,49.221784537806734,PRESERVING,3.916,2,CONTINUE,
4.276,RPRA,2,2,3.916,0.454,94.52800296850185,PRESERVING,3.462,1,CONTINUE,
4.276,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.277,RPRA,1,3,4.277,0.36,49.18409557731721,PRESERVING,3.917,2,CONTINUE,
4.277,RPRA,2,2,3.917,0.455,94.78303655952801,PRESERVING,3.462,1,CONTINUE,
4.277,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.278,RPRA,1,3,4.278,0.36,49.14644508476175,PRESERVING,3.918,2,CONTINUE,
4.278,RPRA,2,2,3.918,0.456,95.03821585650113,PRESERVING,3.462,1,CONTINUE,
4.278,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.279,RPRA,1,3,4.279,0.36,49.108833011074196,PRESERVING,3.919,2,CONTINUE,
4.279,RPRA,2,2,3.919,0.457,95.29354065737094,PRESERVING,3.462,1,CONTINUE,
4.279,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.28,RPRA,1,3,4.28,0.36,49.071259307263354,PRESERVING,3.92,2,CONTINUE,
4.28,RPRA,2,2,3.92,0.458,95.54901076072348,PRESERVING,3.462,1,CONTINUE,
4.28,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.281,RPRA,1,3,4.281,0.36,49.03372392441303,PRESERVING,3.921,2,CONTINUE,
4.281,RPRA,2,2,3.921,0.459,95.80462596577969,PRESERVING,3.462,1,CONTINUE,
4.281,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.282,RPRA,1,3,4.282,0.36,48.99622681368178,PRESERVING,3.922,2,CONTINUE,
4.282,RPRA,2,2,3.922,0.46,96.06038607239064,PRESERVING,3.462,1,CONTINUE,
4.282,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.283,RPRA,1,3,4.283,0.36,48.958767926302954,PRESERVING,3.923,2,CONTINUE,
4.283,RPRA,2,2,3.923,0.461,96.31629088103482,PRESERVING,3.462,1,CONTINUE,
4.283,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.284,RPRA,1,3,4.284,0.36,48.92134721358435,PRESERVING,3.924,2,CONTINUE,
4.284,RPRA,2,2,3.924,0.462,96.57234019281397,PRESERVING,3.462,1,CONTINUE,
4.284,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.285,RPRA,1,3,4.285,0.36,48.88396462690824,PRESERVING,3.925,2,CONTINUE,
4.285,RPRA,2,2,3.925,0.463,96.82853380945079,PRESERVING,3.462,1,CONTINUE,
4.285,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.286,RPRA,1,3,4.286,0.36,48.84662011773112,PRESERVING,3.926,2,CONTINUE,
4.286,RPRA,2,2,3.926,0.464,97.08487153328383,PRESERVING,3.462,1,CONTINUE,
4.286,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.287,RPRA,1,3,4.287,0.36,48.80931363758369,PRESERVING,3.927,2,CONTINUE,
4.287,RPRA,2,2,3.927,0.465,97.34135316726643,PRESERVING,3.462,1,CONTINUE,
4.287,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.288,RPRA,1,3,4.288,0.36,48.77204513807068,PRESERVING,3.928,2,CONTINUE,
4.288,RPRA,2,2,3.928,0.466,97.59797851496218,PRESERVING,3.462,1,CONTINUE,
4.288,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.289,RPRA,1,3,4.289,0.36,48.73481457087064,PRESERVING,3.929,2,CONTINUE,
4.289,RPRA,2,2,3.929,0.467,97.85474738054164,PRESERVING,3.462,1,CONTINUE,
4.289,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.29,RPRA,1,3,4.29,0.36,48.69762188773589,PRESERVING,3.93,2,CONTINUE,
4.29,RPRA,2,2,3.93,0.468,98.11165956877946,PRESERVING,3.462,1,CONTINUE,
4.29,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.291,RPRA,1,3,4.291,0.36,48.660467040492456,PRESERVING,3.931,2,CONTINUE,
4.291,RPRA,2,2,3.931,0.469,98.36871488505142,PRESERVING,3.462,1,CONTINUE,
4.291,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.292,RPRA,1,3,4.292,0.36,48.62334998103975,PRESERVING,3.932,2,CONTINUE,
4.292,RPRA,2,2,3.932,0.47,98.62591313532941,PRESERVING,3.462,1,CONTINUE,
4.292,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.293,RPRA,1,3,4.293,0.36,48.586270661350575,PRESERVING,3.933,2,CONTINUE,
4.293,RPRA,2,2,3.933,0.471,98.88325412618143,PRESERVING,3.462,1,CONTINUE,
4.293,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.294,RPRA,1,3,4.294,0.36,48.549229033471015,PRESERVING,3.934,2,CONTINUE,
4.294,RPRA,2,2,3.934,0.472,99.1407376647659,PRESERVING,3.462,1,CONTINUE,
4.294,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.295,RPRA,1,3,4.295,0.36,48.51222504952019,PRESERVING,3.935,2,CONTINUE,
4.295,RPRA,2,2,3.935,0.473,99.3983635588295,PRESERVING,3.462,1,CONTINUE,
4.295,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.296,RPRA,1,3,4.296,0.36,48.47525866169025,PRESERVING,3.936,2,CONTINUE,
4.296,RPRA,2,2,3.936,0.474,99.65613161670426,PRESERVING,3.462,1,CONTINUE,
4.296,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.297,RPRA,1,3,4.297,0.36,48.43832982224611,PRESERVING,3.937,2,CONTINUE,
4.297,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.297,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.298,RPRA,1,3,4.298,0.361,48.60174512994904,PRESERVING,3.937,2,CONTINUE,
4.298,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.298,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.299,RPRA,1,3,4.299,0.362,48.76527477442611,PRESERVING,3.937,2,CONTINUE,
4.299,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.299,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.3,RPRA,1,3,4.3,0.363,48.92891856370746,PRESERVING,3.937,2,CONTINUE,
4.3,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.3,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.301,RPRA,1,3,4.301,0.364,49.09267630659239,PRESERVING,3.937,2,CONTINUE,
4.301,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.301,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.302,RPRA,1,3,4.302,0.365,49.256547812644115,PRESERVING,3.937,2,CONTINUE,
4.302,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.302,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.303,RPRA,1,3,4.303,0.366,49.42053289218462,PRESERVING,3.937,2,CONTINUE,
4.303,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.303,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.304,RPRA,1,3,4.304,0.367,49.584631356289556,PRESERVING,3.937,2,CONTINUE,
4.304,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.304,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.305,RPRA,1,3,4.305,0.368,49.74884301678238,PRESERVING,3.937,2,CONTINUE,
4.305,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.305,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.306,RPRA,1,3,4.306,0.369,49.913167686230615,PRESERVING,3.937,2,CONTINUE,
4.306,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.306,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.307,RPRA,1,3,4.307,0.37,50.07760517793986,PRESERVING,3.937,2,CONTINUE,
4.307,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.307,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.308,RPRA,1,3,4.308,0.371,50.2421553059494,PRESERVING,3.937,2,CONTINUE,
4.308,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.308,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.309,RPRA,1,3,4.309,0.372,50.40681788502673,PRESERVING,3.937,2,CONTINUE,
4.309,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.309,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.31,RPRA,1,3,4.31,0.373,50.571592730662694,PRESERVING,3.937,2,CONTINUE,
4.31,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.31,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.311,RPRA,1,3,4.311,0.374,50.73647965906746,PRESERVING,3.937,2,CONTINUE,
4.311,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.311,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.312,RPRA,1,3,4.312,0.375,50.90147848716503,PRESERVING,3.937,2,CONTINUE,
4.312,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.312,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.313,RPRA,1,3,4.313,0.376,51.066589032588475,PRESERVING,3.937,2,CONTINUE,
4.313,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.313,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.314,RPRA,1,3,4.314,0.377,51.23181111367573,PRESERVING,3.937,2,CONTINUE,
4.314,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.314,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.315,RPRA,1,3,4.315,0.378,51.39714454946439,PRESERVING,3.937,2,CONTINUE,
4.315,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
